GeneID,MeSH,p-Value,Enrich,PMIDs
34,Molecular Sequence Data,3.817361879888099e-17,11.190683557382872,"1363805,1684086,1729890,1731887,1902818,1970566,2393404,2394825,7603790,7608198,7929823,8198141,11349232,15159392,15832312,16020546,16917729,18241067,19224950,21237683,22683754,25416781"
34,Alleles,8.151120258117221e-17,36.187093491278375,"1363805,1684086,1729890,9158144,11349232,15902558,17539907,20434380,22683754,23810226,23829193,27856190,33580884"
34,"Acyl-CoA Dehydrogenase, Long-Chain",1.7475398322644483e-16,2672.503250396281,"8823176,9487154,16020546,19649258,21237683"
34,Genetic Testing,2.6154809647306272e-16,75.05391467885778,"7603790,11263545,11349232,16291504,17539907,18241067,18927092,20567907,27856190,33580884"
34,Genotype,7.631603615337267e-16,21.119517721902568,"14970748,16291504,17539907,18188679,19551636,19649258,20434380,21886157,22630369,23028790,24966162,27308838,27477829,27856190,33580884"
34,Exons,1.2332484247237478e-15,64.15338697795998,"1731887,2251268,7929823,8198141,9158144,11349232,16917729,20434380,21239873,23810226"
34,Humans,9.973154056221946e-15,1.435240313471942,"1363805,1671131,1679031,1684086,1729890,1731887,1902818,1970566,2251268,2393404,2394825,3035565,3462713,3597357,3786030,6857268,7603790,7608198,7929823,8198141,8823176,9158144,9484241,9487154,9882619,10767181,11263545,11349232,11409868,11486912,11517203,12522104,12562916,12914524,14692513,14970748,15159392,15171999,15832312,15840729,15896661,15902558,16020546,16128823,16236267,16291504,16617240,16917729,16972171,17186412,17539907,18188679,18241067,18927092,19064330,19224950,19551636,19649258,20037589,20434380,20567907,21083904,21237683,21239873,21886157,21968293,22630369,22683754,23028790,23141465,23810226,23829193,24718418,24966162,25416781,26058080,26223887,26947917,27148938,27308838,27477829,27856190,27871288,27976856,30669930,31033143,32867711,33580884,33975883,34039636,34704412"
34,Fatty Acids,1.1477693454497923e-14,38.34609803164712,"3786030,15159392,15902558,16020546,16972171,17186412,23810226,27871288,33975883,34039636,34704412"
34,Polymerase Chain Reaction,4.339039835010357e-14,18.531890291703085,"1671131,1679031,1684086,1729890,1902818,2251268,2393404,2394825,8198141,9158144,10767181,16020546,17539907,19551636"
34,Substrate Specificity,8.219836717140254e-13,33.087880114267186,"3597357,8823176,9487154,9882619,12562916,16020546,16236267,21237683,23141465,24966162"
34,Pedigree,1.3011065426128128e-11,32.77729186101079,"1729890,1902818,2393404,7929823,8198141,9158144,15171999,16917729,26223887"
34,"Mutation, Missense",1.7180620690627538e-11,68.27684208370968,"11349232,11409868,19224950,20434380,24718418,26223887,27976856"
34,Point Mutation,8.138150811008582e-11,54.50894448046817,"1363805,7929823,8198141,10767181,16128823,17539907,18241067"
34,Recombinant Proteins,1.2197749211018612e-10,16.030012337775347,"1731887,1970566,8823176,9158144,9882619,11349232,16020546,16128823,21237683,23141465,25416781"
34,Enzyme Stability,1.5783154960124119e-10,83.03488907232088,"9882619,11349232,16128823,19224950,21968293,27976856"
34,Electron-Transferring Flavoproteins,3.350719125273705e-10,2361.24272863175,"14692513,23141465,25416781"
34,"Models, Molecular",4.6147221256691983e-10,14.106281203922416,"8198141,8823176,9484241,9882619,12562916,15159392,16020546,16128823,24718418,25416781,27976856"
34,Mitochondria,4.690242211608052e-10,21.732727864350743,"1731887,6857268,7608198,9882619,12562916,16020546,21237683,25416781,34039636"
34,Fatty Acid Desaturases,7.320925190171674e-10,341.12945549407925,"1671131,3597357,3786030,12522104"
34,Oxidation-Reduction,9.90388736971459e-10,15.848662858875032,"3786030,6857268,8823176,9484241,12562916,15171999,23028790,23141465,24966162,33975883"
34,Flavin-Adenine Dinucleotide,1.7593707648884856e-09,273.7956837682865,"16128823,21968293,24718418,24966162"
34,DNA,2.402776599768137e-09,12.021260934115094,"1363805,1679031,1729890,1731887,1902818,2251268,3035565,3462713,7603790,10767181,16128823"
34,"RNA, Messenger",2.986510255217936e-09,10.097809995603116,"1731887,1902818,2251268,2393404,2394825,3035565,3462713,7929823,8198141,12522104,15171999,21237683"
34,"Cloning, Molecular",3.8661101765041804e-09,17.01481939389312,"1729890,1902818,1970566,2251268,3035565,3462713,7929823,15840729,16020546"
34,Genetic Variation,6.622355430375019e-09,20.681481318130007,"1684086,9882619,11409868,16291504,20037589,20434380,21886157,27308838"
34,Phenotype,1.0900622557706613e-08,12.285128410353783,"9158144,14970748,15171999,15832312,16128823,16291504,19064330,20567907,22630369,24718418"
34,Infant,4.74488147861478e-08,5.779151605636989,"1731887,3786030,9158144,11263545,11409868,15896661,16917729,19064330,19551636,21083904,23829193,26947917,27148938,27856190,31033143"
34,"Protein Structure, Tertiary",5.2060703414278375e-08,21.156847954362483,"8823176,15159392,16020546,21237683,24718418,24966162,25416781"
34,"Polymorphism, Restriction Fragment Length",1.3102467195247078e-07,43.87331059744852,"1363805,1679031,1684086,19551636,22683754"
34,"Polymorphism, Single Nucleotide",2.191442631357696e-07,17.073123942907174,"11349232,18927092,20037589,20434380,23810226,26223887,27856190"
34,Escherichia coli,2.484789113925252e-07,10.392735475398856,"1902818,1970566,7929823,9158144,11349232,16020546,16128823,24966162,25416781"
34,Kinetics,3.976814541782235e-07,7.224549691589039,"3597357,8823176,9484241,12562916,15159392,16020546,16128823,19224950,23141465,24718418,27976856"
34,Caprylates,5.902638053061437e-07,193.9922947640595,"3786030,6857268,11486912"
34,Glutaryl-CoA Dehydrogenase,9.885650424716186e-07,1418.438284296349,"21968293,25416781"
34,"Transcription, Genetic",1.1426773598390094e-06,13.305983536562117,"1731887,7608198,12522104,12914524,16020546,16236267,21237683"
34,Alternative Splicing,1.1811762787930095e-06,53.1464326334799,"15171999,16917729,21237683,23810226"
34,Tandem Mass Spectrometry,1.6172750494482464e-06,26.221845071791,"19649258,20567907,21239873,26947917,30669930"
34,Sudden Infant Death,2.1516819849361742e-06,125.7768501521362,"3786030,7929823,15171999"
34,Hypoglycemia,2.457381738219917e-06,44.12160025405058,"7929823,10767181,15896661,27856190"
34,Catalytic Domain,3.5517563954678548e-06,40.17137476081383,"9882619,16128823,21968293,23141465"
34,Gene Frequency,3.984155345387775e-06,21.761217640543,"1684086,14970748,17539907,19551636,20567907"
34,Restriction Mapping,5.434506665797308e-06,36.04031485699154,"1684086,1731887,1970566,9158144"
34,"Metabolism, Inborn Errors",5.950769430516227e-06,89.38929375647842,"14970748,17186412,27477829"
34,Chaperonin 10,7.424804702454357e-06,516.0984367744932,"9158144,11349232"
34,Glutamic Acid,8.898950637061846e-06,31.76908230126928,"1970566,8823176,9484241,27976856"
34,Protein Folding,1.239222206596592e-05,29.1827446053493,"11349232,16128823,19224950,24718418"
34,Decanoic Acids,1.4011288783512154e-05,375.3977246430292,"3786030,12562916"
34,HeLa Cells,1.8362298472962303e-05,15.81514540627553,"12522104,12914524,15840729,25416781,30669930"
34,Mass Spectrometry,1.967177102916398e-05,15.587454913641745,"11349232,11517203,15832312,15902558,16291504"
34,Protein Binding,3.3706049184574937e-05,7.868796958473994,"7608198,14692513,15159392,16236267,21968293,23810226,27976856"
34,"Mutagenesis, Site-Directed",3.606216163074036e-05,22.159002946290244,"8198141,9484241,11349232,15159392"
34,"Child, Preschool",4.332441155373697e-05,4.0266979919503685,"9158144,10767181,11263545,11486912,15896661,16917729,19551636,20434380,21083904,23829193,27856190,31033143"
34,"Receptors, Cytoplasmic and Nuclear",4.524152330926974e-05,45.09597991233435,"7608198,12522104,12914524"
34,Dicarboxylic Acids,6.987553394706745e-05,167.6598378743778,"6857268,11486912"
34,Binding Sites,9.814496550814132e-05,8.235236319190124,"1970566,7608198,8823176,12914524,14692513,15840729"
34,Enzyme Assays,0.0001225975387785,126.40356500532812,"21237683,21968293"
34,Chaperonin 60,0.0001397932753365,118.33042737671371,"9158144,11349232"
34,"Sequence Analysis, DNA",0.0001762966727537,9.755508060857531,"9158144,15832312,16020546,18241067,22683754"
34,Glycine,0.0001813826406669,28.112428701636784,"11486912,16291504,20434380"
34,Lysine,0.0002095499576303,26.75683425185805,"1902818,25416781,27976856"
34,Protein Conformation,0.0002207159116043,9.289353186867665,"8823176,14692513,15159392,16020546,23141465"
34,Deficiency Diseases,0.0002838437180232,82.84021630216054,"15832312,18241067"
34,Incidence,0.0003054634820712,6.661756024177622,"7603790,15896661,16617240,18927092,20567907,21083904"
34,Amino Acid Substitution,0.0003412410193934,22.631029194517083,"10767181,16128823,19224950"
34,Genetic Carrier Screening,0.0003470099740824,74.85799593664764,"19649258,20434380"
34,Middle Aged,0.0004034906992664,0.2104506497228878,"19551636,20434380,21886157"
34,Butyryl-CoA Dehydrogenase,0.0004183648156231,2407.2036576562123,21968293
34,Isovaleryl-CoA Dehydrogenase,0.0004638288213008,2169.6506651243494,3597357
34,Consensus Sequence,0.0004659101031757,64.51230459681165,"1731887,12914524"
34,Haplotypes,0.0004926268617798,19.93794492960186,"1679031,11349232,23829193"
34,Germany,0.0006140692268982,10.500677447925211,"11409868,15832312,15896661,26223887"
34,Fibroblasts,0.0006687390905967,10.261906870551112,"1684086,6857268,11409868,16291504"
34,Swine,0.0006815081607722,7.239789715026807,"1970566,3035565,8823176,9484241,12562916"
34,Amino Acid Sequence,0.0006914461288873,4.7851574788774105,"1363805,3035565,7603790,15159392,16020546,21237683,25416781"
34,Genetic Loci,0.0007683345661923,50.089140507123496,"20037589,21886157"
34,Oligonucleotide Probes,0.000774797223811,49.87702678446781,"1970566,2393404"
34,Spectrophotometry,0.0010985833248303,15.084247408814027,"1970566,14692513,16128823"
34,Transfection,0.0011085804848784,8.946163579120299,"7608198,8198141,12522104,12914524"
34,Australian Capital Territory,0.0012878880839562,777.7992950445781,11517203
34,Genetic Predisposition to Disease,0.0013329007660632,8.506074839896085,"15832312,16617240,20567907,26947917"
34,Protein Domains,0.0014817012592207,35.88345586191188,"27976856,30669930"
34,Tyrosinemias,0.0014998534221315,667.5848200382613,16917729
34,Glutamine,0.0015474456525249,35.098648477958825,"1902818,1970566"
34,UTP-Hexose-1-Phosphate Uridylyltransferase,0.0018419321698965,543.3062621069212,27308838
34,Heterogeneous Nuclear Ribonucleoprotein A1,0.0019629942072108,509.7170032440512,23810226
34,Delta-5 Fatty Acid Desaturase,0.0020144411772602,496.6670197272608,20037589
34,Mitochondrial Proteins,0.0022257882645372,29.155010484807597,"21968293,25416781"
34,Palmitoyl Coenzyme A,0.0023079413623573,433.3599226003957,9487154
34,Chromosome Deletion,0.0024627461676688,27.684105024042065,"1902818,2251268"
34,Aged,0.0025151083863558,0.1953426294167601,"19551636,21886157"
34,Enoyl-CoA Hydratase,0.0025650620659106,389.819032031798,12562916
34,Protein Subunits,0.0025788891172616,27.03836198236461,"12914524,25416781"
34,"Mitochondria, Liver",0.0027112914541205,26.353436239324047,"3035565,3786030"
34,Liver,0.0027723425791962,4.325537394373183,"2251268,3462713,3597357,9484241,12562916,17186412"
34,Heterogeneous-Nuclear Ribonucleoprotein Group A-B,0.002937014813915,340.3373592351921,23810226
34,Gene Components,0.0029430616898028,339.6363554056654,21237683
34,Diethyl Pyrocarbonate,0.0034115844744517,292.88357113579144,14692513
34,Introns,0.0036433155688408,22.64242369371103,"1731887,2251268"
34,Gene Expression,0.0038722934604492,6.318240882422046,"7929823,8198141,25416781,27871288"
34,Endopeptidase Clp,0.0039312387691611,254.07311332735063,26058080
34,Diacetyl,0.0041668076231844,239.67071300792236,14692513
34,Steroidogenic Factor 1,0.0041819063135532,238.8029696588712,7608198
34,Genetic Association Studies,0.0042042624156841,21.03165722387049,"20434380,22683754"
34,Serine-Arginine Splicing Factors,0.0049938820508417,199.87084915084915,23810226
34,Hydroxy Acids,0.0054825626295063,182.00160104795867,12562916
34,"Spectrometry, Mass, Electrospray Ionization",0.0055591411132924,18.202671510909404,"15902558,23028790"
34,"Chromosomes, Human, 1-3",0.0056815866519814,175.6053786469122,3462713
34,Phenylalanine Hydroxylase,0.0057569642595804,173.29842411923337,27308838
34,Sequestosome-1 Protein,0.0058926297300024,169.29512376740306,30669930
34,Lymphocytes,0.0059428498405249,8.26202277530066,"11409868,18188679,23028790"
34,Phenylbutyrates,0.0059830631515894,166.72745252725034,23141465
34,Small Ubiquitin-Related Modifier Proteins,0.0059860774760761,166.64320419348212,16236267
34,Enzyme Activation,0.0060473065182778,8.209644710043012,"9158144,9484241,24718418"
34,Dried Blood Spot Testing,0.0060493759035064,164.89345054945056,20567907
34,Autophagosomes,0.006118698105929,163.0187350958483,30669930
34,Tyrosine Transaminase,0.0066339439804364,150.31308163122202,16917729
34,Turkey,0.0066690841435935,16.56055544335147,"11409868,15832312"
34,Genome-Wide Association Study,0.0066710151646481,16.558061008128792,"20037589,21886157"
34,"Receptors, Estrogen",0.0069425726999681,16.217698603339127,"12522104,12914524"
34,Galactosemias,0.0070465526489909,141.47872205015062,27308838
34,Chaperonins,0.0073446095979944,135.71477411477412,16128823
34,Protein Unfolding,0.0075402554536275,132.17911867691427,21968293
34,Xenograft Model Antitumor Assays,0.0082495883167305,14.82188319545623,"32867711,33975883"
34,Temperature,0.0082891040307912,5.073293404285874,"9158144,11349232,24718418,27976856"
34,Founder Effect,0.0093203831661886,106.83087175215456,20567907
34,Caproates,0.0093654467099371,106.31428146321764,3786030
34,Retinoid X Receptors,0.0096117582796417,103.57628803357449,12914524
34,TATA Box,0.0097679244506296,101.91189774378896,1731887
34,Oxidoreductases Acting on CH-CH Group Donors,0.0099360761590155,100.178281014247,3597357
34,Gene Deletion,0.0100654468896798,13.354399720546716,"7603790,21239873"
34,Butyric Acid,0.0103443270911442,96.20388013386848,6857268
34,"Protein Processing, Post-Translational",0.0105025055822121,13.059315768380038,"11409868,25416781"
34,Sterol Regulatory Element Binding Protein 1,0.0105333868868426,94.46774594640536,33975883
34,Flavoproteins,0.0109024007294921,91.252601300194,15159392
34,Organ Specificity,0.0110196445279731,12.733084984513557,"21237683,27871288"
34,Japan,0.0110940740377555,6.561574092867823,"19064330,26947917,27856190"
34,Phenylpropionates,0.012230322875789,81.28836605839317,11409868
34,Genes,0.0123976248296138,11.965708831279748,"2251268,2393404"
34,Calmodulin-Binding Proteins,0.0129849228504082,76.53443980016272,15840729
34,"Receptors, Thyroid Hormone",0.0131226057537201,75.72603928792219,7608198
34,Charcot-Marie-Tooth Disease,0.0132034107215548,75.2594479915338,30669930
34,"Blotting, Western",0.0137975301601262,6.0453308034285325,"1902818,9158144,12522104"
34,"Muscular Atrophy, Spinal",0.0140768841375346,70.55774520729592,30669930
34,Caveolin 1,0.0146836770317248,67.6208532087146,33975883
34,Seizures,0.0151118981319552,10.773652867444216,"10767181,15896661"
34,"Protein Structure, Secondary",0.0158284237580093,10.51130380082236,"24718418,25416781"
34,Transition Temperature,0.0161348927843253,61.49298920359895,21968293
34,Arabs,0.0161647309285234,61.378541056933024,15171999
34,Sp1 Transcription Factor,0.01646902947749,60.23505042902303,7608198
34,Oxygen,0.0168599296403584,5.602364158489121,"8823176,15902558,16020546"
34,Protein Aggregates,0.017616768690491,56.27762817387392,24718418
34,S-Adenosylmethionine,0.017801475548518,55.68843314739972,25416781
34,"Liver Failure, Acute",0.0180397561566316,54.94616812710782,17186412
34,"Amino Acid Metabolism, Inborn Errors",0.0189268486379704,52.347127158555736,16972171
34,Mitochondrial Diseases,0.0190042083690939,52.13197930744564,22683754
34,"Codon, Nonsense",0.0192600475806198,51.43276685884297,15171999
34,Transcription Factors,0.0195149110700703,5.297072430982215,"12522104,12914524,16236267"
34,Guanine Nucleotides,0.0195544784189282,50.65072970340979,1684086
34,Prevalence,0.0196720263116923,3.912817133776097,"16617240,18188679,18927092,22683754"
34,Ethnicity,0.0200206741519265,9.270056670992709,"18927092,23829193"
34,Biomarkers,0.0202381478997749,3.878659481792641,"15832312,20567907,21239873,31033143"
34,"RNA, Small Interfering",0.0205442021343125,9.142335604654546,"26058080,32867711"
34,Chloramphenicol O-Acetyltransferase,0.020817456433191,47.54713106962242,1731887
34,Asian People,0.02103062348076,9.027960993139825,"21239873,26947917"
34,Phenylketonurias,0.0213459431781742,46.35745025286774,27308838
34,"Chromatography, High Pressure Liquid",0.0222604941656242,5.034478967706119,"16020546,19649258,23028790"
34,Protein Biosynthesis,0.0223635080764828,8.733878920507452,"3035565,12914524"
34,Liver Failure,0.0230867632849649,42.823906128931455,17186412
34,RNA Precursors,0.0232674904616706,42.4873616463413,23810226
34,"Culture Media, Serum-Free",0.0232911900620213,42.44361661504519,16236267
34,Lipid Metabolism,0.0235176906321466,8.499662399456215,"16020546,33975883"
34,Coenzymes,0.0239367818254962,41.28529057322248,21968293
34,"Receptors, Retinoic Acid",0.0247919845229732,39.84377203079632,12914524
34,"Deoxyribonucleases, Type II Site-Specific",0.0254661544744362,38.77564974707832,2394825
34,Potassium Channel Blockers,0.0257144166556128,38.39642578867169,12562916
34,"Mice, Nude",0.0257633102039099,8.0898529663294,"32867711,33975883"
34,Riboflavin,0.0277542962993644,35.53738158393331,21968293
34,Adenocarcinoma of Lung,0.0292600860094698,33.68265765487704,32867711
34,Child,0.0294715392784552,1.9327552163968984,"9158144,11486912,15171999,16917729,16972171,18927092,19551636,20434380,21886157,23829193,34704412"
34,Heterografts,0.0307224086539683,32.05549194196162,26058080
34,"Receptors, Steroid",0.030781209121467,31.993296575368756,7608198
34,"Mitochondria, Muscle",0.0319094921974451,30.844266844266848,9487154
34,Butyrates,0.0327401817929364,30.048920373476182,6857268
34,"Crystallography, X-Ray",0.0327972871886097,7.090666546955518,"8823176,15159392"
34,Mutant Proteins,0.032930876514687,29.872001911132347,24718418
34,"Genes, Regulator",0.0331948541409935,29.630449335031543,1731887
34,Consanguinity,0.0334880790305937,29.366598495004556,11409868
34,A549 Cells,0.0340449641190238,28.878012355420413,32867711
34,Gene Knockout Techniques,0.0361056048981014,27.20116307315252,32867711
34,Two-Hybrid System Techniques,0.0365353315479413,26.87530772544219,12522104
34,"Death, Sudden",0.0378846684284435,25.900172865695524,11263545
34,Sequence Alignment,0.0378896267313321,6.548003079528262,"21237683,25416781"
34,Siblings,0.038759860157638,25.30398995618055,26223887
34,Pharmacogenetics,0.0395031540417552,24.818400142903457,21886157
34,Hydrocarbons,0.0399779814491179,24.517649327105875,9484241
34,Molecular Diagnostic Techniques,0.0404583981926355,24.22054209010731,18188679
34,Molecular Epidemiology,0.0408920248637774,23.958365499375308,11263545
34,Methyltransferases,0.0409007535144393,23.95314505366801,25416781
34,Adult,0.04105329863491,0.5492370774900838,"10767181,15171999,16917729,16972171,19551636,20434380,21886157,23829193,27871288"
34,DNA Primers,0.0410916523230473,6.2595976292853965,"12914524,26223887"
34,New South Wales,0.0413399991060104,23.69328982677643,11517203
34,"Sequence Homology, Amino Acid",0.0417114013797761,6.207636582820109,"14692513,15159392"
34,Sleep Stages,0.0428656296266511,22.832103371566127,15896661
34,Biocatalysis,0.0432140078347872,22.643978378117357,27976856
34,Metabolome,0.0434055625245628,22.541825092201037,20037589
34,Venous Thromboembolism,0.0440351033328025,22.212359473220257,21886157
34,Quebec,0.0446004701375323,21.924405072390712,17539907
34,Ubiquitination,0.0446758273126817,21.88657426990318,32867711
34,Portugal,0.0456867848752713,21.39112026327438,23829193
34,Proto-Oncogene Proteins c-fos,0.0457388973808017,21.366174350430917,16236267
34,"Pregnancy Trimester, Third",0.0464623891237772,21.0256232769462,27871288
34,"DNA, Recombinant",0.0474396878316319,20.582094557754548,7608198
34,Induced Pluripotent Stem Cells,0.0480088397247211,20.33211474099267,30669930
34,Guanine,0.0483120574179227,20.2013415680797,14970748
34,Gene Expression Regulation,0.0489010933360482,3.67842678471278,"3462713,7608198,16236267"
34,Saudi Arabia,0.0490567010473765,19.88704704208533,20567907
34,Reproducibility of Results,0.0495460023087627,2.909950751220663,"11349232,17539907,20037589,33580884"
34,Adenine Nucleotides,0.0499593129427438,19.51863761238761,1684086
34,"Calorimetry, Differential Scanning",0.0502446270547014,19.404936810762056,21968293
34,Renal Insufficiency,0.0516469091567601,18.864369128183338,21886157
34,Hot Temperature,0.054557257190924,5.338171564753414,"9882619,24718418"
34,Linkage Disequilibrium,0.0546289270238437,17.80706809389315,23829193
34,Greece,0.0554431994745602,17.538124925489317,22683754
34,Pennsylvania,0.0559130968574144,17.386487826808366,7603790
34,Ovalbumin,0.0575187429637742,16.88703472266379,7608198
34,Kidney,0.0581497449459082,3.4232512950905267,"1970566,12562916,21237683"
34,Molecular Chaperones,0.0585076878820527,16.593051627617665,30669930
34,"Infant, Low Birth Weight",0.0590074856582982,16.44822449371078,14970748
34,Motion,0.0610667360726287,15.87651170320148,27976856
34,Luminescent Proteins,0.0616762385657997,15.714614557271569,12522104
34,Metabolic Networks and Pathways,0.0617986618006,15.682481387555336,23141465
34,Methane,0.0629537840927091,15.38543975268958,9484241
34,Adenine,0.0641557773124257,15.087697918332012,14970748
34,Histidine,0.0643800939360512,15.033363773483208,14692513
34,Animals,0.0645807522738676,0.6410543821518183,"1970566,3035565,3462713,7608198,8198141,8823176,9484241,12562916,12914524,16020546,24718418,26058080,32867711,33975883"
34,Amyotrophic Lateral Sclerosis,0.0663087232000122,14.581372467564272,30669930
34,Oligonucleotides,0.0663767206999988,14.565915864975096,2393404
34,DNA Restriction Enzymes,0.066852565180093,14.458630413385118,3035565
34,Aspartic Acid,0.0671781538388642,14.386097587633095,9484241
34,Metabolomics,0.0697703532189494,13.832762933555689,21886157
34,3T3 Cells,0.0699651158675206,13.792844044286957,7608198
34,Protein Multimerization,0.0710172643264371,13.580978507552654,27976856
34,Pilot Projects,0.0712827339661457,4.579387785947485,"18188679,21083904"
34,Glutamates,0.0715668467375479,13.472787854354976,1970566
34,Protein Denaturation,0.0725271385117118,13.287678838748583,24718418
34,Metabolism,0.0736242144987873,13.082109607636207,21886157
34,Tumor Burden,0.0742902725248275,12.960264917822098,32867711
34,Ubiquitin-Protein Ligases,0.0746638442473445,12.892877012350018,32867711
34,Muscular Diseases,0.0768124931910207,12.518007253706628,21083904
34,Antigen-Antibody Reactions,0.077056217827417,12.476804672325256,9487154
34,Potassium Channels,0.0774062860990497,12.418078137549465,12562916
34,"Mice, SCID",0.0810782640909746,11.832618172971948,26058080
34,Heat-Shock Proteins,0.0816554069498347,11.745384325767546,30669930
34,New York,0.0817250867036978,11.734935811084268,18241067
34,Population,0.0822461192786649,11.657366599466284,18241067
34,COS Cells,0.0826777700857417,11.593844299486769,24718418
34,"Fatty Acids, Nonesterified",0.0830006802658633,11.54675610443966,3786030
34,False Positive Reactions,0.083050776888589,11.53948357531408,18188679
34,"Mice, Knockout",0.0832249668169085,4.183334510061092,"26058080,32867711"
34,Adenoviridae,0.0832650490762411,11.50847644817494,12522104
34,"Muscle, Skeletal",0.0850262013257922,4.130907897623834,"9487154,21237683"
34,Principal Component Analysis,0.0856215510916028,11.17770136587924,27976856
34,Oxidative Stress,0.0874335176750848,4.063366655153351,"34039636,34704412"
34,"Genome, Human",0.0897172076771852,10.644124232608242,20037589
34,Ontario,0.0900431915795164,10.60373946493364,21083904
34,Mutagenesis,0.090197855570718,10.584680845360628,16020546
34,Glioblastoma,0.0902199480845687,10.58196377663729,34039636
34,Dimerization,0.0902668932508112,10.576194634689925,12914524
34,"Cells, Cultured",0.0918416701957583,2.3483408654521067,"1684086,1902818,18188679,21237683"
34,Fetal Blood,0.0919470579962414,10.373593189861944,17186412
34,Israel,0.0925312220063189,10.304874577349034,16917729
34,Gene Knockdown Techniques,0.0927157625926919,10.28334584031497,32867711
34,Methylation,0.0964618787312286,9.86411333409808,25416781
34,Sequence Deletion,0.0964865641177131,9.861458677677804,9158144
34,Morbidity,0.0969417454480602,9.812749973187964,27148938
34,"Spectrometry, Mass, Matrix-Assisted Laser Desorption-Ionization",0.0989407577162109,9.6041383044703,16020546
34,"Tumor Cells, Cultured",0.0992953185666673,3.7669697545193,"12522104,33975883"
34,Molecular Targeted Therapy,0.0998785073357327,9.509152016922844,32867711
34,Drug Industry,0.1000588382556977,9.491089909888656,21886157
34,Genome,0.1037259896754598,9.137396129305694,11263545
34,Electrons,0.1046887137891833,9.048644600200328,15159392
34,Molecular Docking Simulation,0.1050691696978837,9.014019053706368,23141465
34,Proteome,0.1089271728028046,8.676547688676395,15840729
34,Eye Diseases,0.1100735277339604,8.580826401761536,16917729
34,RNA-Binding Proteins,0.1115610692019399,8.459544969702984,23810226
